segmento_idx,posto,hora_ini,n_steps,soc_inicial_m1_pct,soc_final_m1_pct,soc_inicial_m2_pct,soc_final_m2_pct,soc_inicial_m3_pct,soc_final_m3_pct,soc_inicial_m4_pct,soc_final_m4_pct,monitor_bessm1_csv,monitor_bessm2_csv,monitor_bessm3_csv,monitor_bessm4_csv
10,FORA_PONTA,188.75,84,63.2288,100.0,47.3384,100.0,48.7353,100.0,49.627,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00010_FORA_PONTA.csv
11,PONTA,209.75,12,100.0,62.2561,100.0,45.9421,100.0,47.3743,100.0,48.2886,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00011_PONTA.csv
12,FORA_PONTA,212.75,84,62.2561,100.0,45.9421,100.0,47.3743,100.0,48.2886,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00012_FORA_PONTA.csv
13,PONTA,233.75,12,100.0,58.3159,100.0,40.284,100.0,41.8581,100.0,42.8633,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00013_PONTA.csv
14,FORA_PONTA,236.75,276,58.3159,100.0,40.284,100.0,41.8581,100.0,42.8633,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00014_FORA_PONTA.csv
15,PONTA,305.75,12,100.0,61.617,100.0,45.0247,100.0,46.48,100.0,47.4091,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00015_PONTA.csv
16,FORA_PONTA,308.75,84,61.617,100.0,45.0247,100.0,46.48,100.0,47.4091,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00016_FORA_PONTA.csv
17,PONTA,329.75,12,100.0,60.8239,100.0,43.8861,100.0,45.3701,100.0,46.3177,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00017_PONTA.csv
18,FORA_PONTA,332.75,84,60.8239,100.0,43.8861,100.0,45.3701,100.0,46.3177,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00018_FORA_PONTA.csv
19,PONTA,353.75,12,100.0,59.7605,100.0,42.3595,100.0,43.882,100.0,44.8542,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00019_PONTA.csv
20,FORA_PONTA,356.75,84,59.7605,100.0,42.3595,100.0,43.882,100.0,44.8542,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00020_FORA_PONTA.csv
21,PONTA,377.75,12,100.0,60.438,100.0,43.3321,100.0,44.8301,100.0,45.7867,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00021_PONTA.csv
22,FORA_PONTA,380.75,84,60.438,100.0,43.3321,100.0,44.8301,100.0,45.7867,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00022_FORA_PONTA.csv
23,PONTA,401.75,12,100.0,51.662,100.0,30.7272,100.0,32.5399,100.0,33.6981,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00023_PONTA.csv
24,FORA_PONTA,404.75,276,51.662,100.0,30.7272,100.0,32.5399,100.0,33.6981,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00024_FORA_PONTA.csv
25,PONTA,473.75,12,100.0,58.4109,100.0,40.4213,100.0,41.9923,100.0,42.9956,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00025_PONTA.csv
26,FORA_PONTA,476.75,84,58.4109,100.0,40.4213,100.0,41.9923,100.0,42.9956,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00026_FORA_PONTA.csv
27,PONTA,497.75,12,100.0,58.5364,100.0,40.6014,100.0,42.1678,100.0,43.1682,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00027_PONTA.csv
28,FORA_PONTA,500.75,84,58.5364,100.0,40.6014,100.0,42.1678,100.0,43.1682,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00028_FORA_PONTA.csv
29,PONTA,521.75,12,100.0,56.9176,100.0,38.2767,100.0,39.9015,100.0,40.9392,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00029_PONTA.csv
30,FORA_PONTA,524.75,84,56.9176,100.0,38.2767,100.0,39.9015,100.0,40.9392,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00030_FORA_PONTA.csv
31,PONTA,545.75,12,100.0,55.3275,100.0,35.9925,100.0,37.6741,100.0,38.7483,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM1_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM2_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM3_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 018 segmentos_pass1_sem_hvac_int_ano_2038_2047\UFSM_Mon_BESSM4_IN_s00031_PONTA.csv
