MES,DMFP (kW),DMP (kW),CFP (kWh),CP (kWh),UFP (kW),UP (kW),DCFP_c (kW),DCP_c (kW),"DCFP (R$32,84)","DCP  (R$83,34)","DCFP_c (R$27,26)","DCP_c  (R$69,17)","UFP  (R$65,68)","UP   (R$166,68)","CFP (R$0,15) TUSD","CP  (R$0,15) TUSD","CFP (R$0,37) TUE","CP  (R$0,59) TUE",R$TOTAL_MES
JAN,5135.0,378.0,1560725.0,1402,0.0,0.0,415.0,845.0,168633.4,31502.52,11312.9,58448.65,0.0,0.0,234108.75,210.3,577468.25,827.18,1082511.95
FEV,5605.0,719.0,1615741.0,6394,0.0,0.0,0.0,504.0,184068.2,59921.46,0.0,34861.68,0.0,0.0,242361.15,959.1,597824.17,3772.46,1123768.22
MAR,5605.0,1078.0,1729022.0,17540,0.0,0.0,0.0,145.0,184068.2,89840.52,0.0,10029.65,0.0,0.0,259353.3,2631.0,639738.14,10348.6,1196009.41
ABR,4071.0,284.0,1329644.0,1617,0.0,0.0,1479.0,939.0,133691.64,23668.56,40317.54,64950.63,0.0,0.0,199446.6,242.55,491968.28,954.03,955239.83
MAI,4240.0,733.0,1389875.0,4957,0.0,0.0,1310.0,490.0,139241.6,61088.22,35710.6,33893.3,0.0,0.0,208481.25,743.55,514253.75,2924.63,996336.9
JUN,4885.0,888.0,1551146.0,19156,0.0,0.0,665.0,335.0,160423.4,74005.92,18127.9,23171.95,0.0,0.0,232671.9,2873.4,573924.02,11302.04,1096500.53
JUL,5142.0,1470.0,1551484.0,12420,0.0,247.0,408.0,0.0,168863.28,122509.8,11122.08,0.0,0.0,41169.96,232722.6,1863.0,574049.08,7327.8,1159627.6
AGO,4478.0,585.0,1456550.0,8090,0.0,0.0,1072.0,638.0,147057.52,48753.9,29222.72,44130.46,0.0,0.0,218482.5,1213.5,538923.5,4773.1,1032557.2
SET,4286.0,262.0,1366605.0,1307,0.0,0.0,1264.0,961.0,140752.24,21835.08,34456.64,66472.37,0.0,0.0,204990.75,196.05,505643.85,771.13,975118.11
OUT,4353.0,503.0,1408457.0,2893,0.0,0.0,1197.0,720.0,142952.52,41920.02,32630.22,49802.4,0.0,0.0,211268.55,433.95,521129.09,1706.87,1001843.62
NOV,5604.0,1387.0,1492469.0,12000,0.0,164.0,0.0,0.0,184035.36,115592.58,0.0,0.0,0.0,27335.52,223870.35,1800.0,552213.53,7080.0,1111927.34
DEZ,5602.0,1195.0,1515016.0,9661,0.0,0.0,0.0,28.0,183969.68,99591.3,0.0,1936.76,0.0,0.0,227252.4,1449.15,560555.92,5699.99,1080455.2
TOTAIS,5605.0,1470.0,17966734.0,97437,0.0,247.0,1479.0,961.0,1937757.0399999998,790229.88,212900.6,387697.85,0.0,68505.48,2695010.1,14615.55,6647691.579999999,57487.83,12811895.909999998
CTOTAL,,,18064171.0,,,,,,,,,,,,,,,,
R$TOTAL,,,,,,,,,,,,,,,,,,,12811895.909999998
DCFP,5550.0,,,,,,,,,,,,,,,,,,
DCP,,1223.0,,,,,,,,,,,,,,,,,
KW_TARGET_FP,5550.0,,,,,,,,,,,,,,,,,,
KW_TARGET_LOW_FP,4440.0,,,,,,,,,,,,,,,,,,
