Hora_decimal,P_residuo_BT_kW,Q_residuo_BT_kVAr
0.0,70.68000000000006,82.608
0.25,65.08000000000015,77.00800000000001
0.5,59.82400000000007,61.509699999999995
0.75,57.78300000000013,64.2284
1.0,59.03099999999995,62.6265
1.25,66.29199999999992,52.8507
1.5,77.20300000000009,60.962399999999995
1.75,101.005,68.1542
2.0,91.62999999999988,68.55479999999999
2.25,119.0329999999999,79.6183
2.5,99.29299999999989,80.8955
2.75,121.14700000000005,83.9111
3.0,70.57500000000005,76.34470000000002
3.25,83.66899999999987,81.64909999999998
3.5,60.708000000000084,82.35629999999998
3.75,84.74299999999994,84.7098
4.0,50.065000000000055,91.93870000000001
4.25,81.16999999999996,102.8072
4.5,-6.220000000000027,76.5868
4.75,38.07600000000002,74.4821
5.0,29.139999999999873,15.5334
5.25,62.54900000000009,-6.616500000000002
5.5,47.442999999999984,-4.960000000000001
5.75,-1.0579999999999927,5.891199999999998
6.0,-4.538999999999987,13.545300000000005
6.25,10.189000000000078,16.611799999999995
6.5,20.811999999999898,24.9465
6.75,14.354000000000042,31.129200000000004
7.0,17.887000000000057,24.947000000000003
7.25,34.11699999999996,30.888700000000007
7.5,42.486000000000104,54.7261
7.75,46.770000000000095,47.3836
8.0,-128.13400000000001,16.2239
8.25,-132.43400000000008,22.064899999999994
8.5,-123.17700000000002,21.680300000000003
8.75,-97.07999999999993,45.42120000000001
9.0,-12.313999999999965,68.0287
9.25,-5.7549999999999955,55.408199999999994
9.5,21.430000000000177,65.09870000000001
9.75,9.858000000000061,57.42329999999999
10.0,11.052999999999997,50.1635
10.25,-0.4550000000000409,47.763000000000005
10.5,-109.24700000000007,37.944
10.75,-113.70099999999991,35.5994
11.0,6.843999999999937,64.7151
11.25,-15.488000000000056,49.0616
11.5,21.823999999999955,68.3501
11.75,70.40300000000002,86.3817
12.0,31.334999999999923,61.91300000000001
12.25,55.91399999999999,76.20139999999999
12.5,27.999000000000024,71.632
12.75,23.344999999999914,73.1692
13.0,-32.40100000000007,51.65380000000002
13.25,-49.414999999999964,45.769800000000004
13.5,-22.07899999999995,37.669799999999995
13.75,12.851999999999862,33.16499999999999
14.0,32.440000000000055,36.131
14.25,45.485000000000014,38.8501
14.5,25.942999999999984,30.8925
14.75,57.93700000000001,14.8643
15.0,-15.528999999999996,-1.689300000000003
15.25,26.317999999999984,5.74199999999999
15.5,-85.62200000000007,-2.2350000000000136
15.75,-71.481,10.5886
16.0,-83.89900000000011,16.69590000000001
16.25,-40.10500000000002,41.52659999999999
16.5,-36.430000000000064,34.85570000000001
16.75,14.97400000000016,35.58079999999998
17.0,17.72699999999986,20.763900000000007
17.25,33.06600000000003,12.291300000000007
17.5,38.021000000000186,-8.161299999999997
17.75,52.048,-3.5563999999999965
18.0,45.03399999999988,-0.19140000000001578
18.25,44.256000000000085,-2.658200000000008
18.5,-14.875,-31.63649999999999
18.75,14.871999999999844,-26.6599
19.0,28.809999999999945,-27.6509
19.25,33.396999999999935,-35.9461
19.5,51.988000000000056,-27.6223
19.75,76.32099999999991,-13.386000000000003
20.0,103.05099999999993,-21.095100000000002
20.25,116.67699999999991,-33.798
20.5,128.47800000000007,-31.448400000000007
20.75,116.33600000000001,-37.3424
21.0,154.42599999999993,13.444899999999997
21.25,150.68499999999995,-11.559600000000003
21.5,161.18999999999983,25.468900000000005
21.75,131.52200000000016,43.2295
22.0,85.71000000000004,25.537800000000004
22.25,110.65499999999997,32.35979999999999
22.5,71.15499999999997,22.320399999999992
22.75,66.11099999999988,31.005199999999995
23.0,90.00699999999983,40.06580000000001
23.25,88.00400000000013,56.8626
23.5,141.00800000000004,59.7094
23.75,130.76800000000014,68.5906
24.0,84.46199999999999,72.34289999999999
24.25,101.70100000000002,81.25109999999998
24.5,64.79600000000005,81.5984
24.75,51.48199999999997,60.46179999999998
25.0,42.230999999999995,20.50760000000001
25.25,47.743999999999915,30.830600000000004
25.5,84.93000000000006,53.237700000000004
25.75,75.21900000000005,40.177
26.0,79.25500000000011,32.8159
26.25,93.11300000000006,53.892399999999995
26.5,64.83600000000001,29.884600000000006
26.75,87.02399999999989,27.3151
27.0,39.83100000000013,13.727599999999995
27.25,29.42899999999986,5.024000000000001
27.5,38.891999999999825,10.349399999999996
27.75,54.93299999999999,20.637299999999996
28.0,21.947000000000116,16.479799999999997
28.25,54.771999999999935,24.174300000000002
28.5,12.635999999999967,17.8365
28.75,11.937000000000126,9.79010000000001
29.0,39.2199999999998,27.016400000000004
29.25,32.20499999999993,26.859899999999996
29.5,38.978000000000065,25.875100000000003
29.75,24.44500000000005,42.0486
30.0,27.700000000000045,45.2488
30.25,28.692999999999984,43.197300000000006
30.5,39.78699999999992,40.5305
30.75,13.879000000000019,33.2524
31.0,-44.9340000000002,13.9495
31.25,-6.670000000000073,36.1082
31.5,104.89200000000028,37.658
31.75,100.53200000000015,67.40469999999999
32.0,31.894000000000005,54.03699999999999
32.25,6.730000000000018,74.37469999999999
32.5,20.827999999999975,73.97230000000002
32.75,174.20199999999977,48.53309999999999
33.0,63.21599999999944,98.22600000000003
33.25,342.4540000000002,136.89499999999998
33.5,443.0609999999997,174.19689999999997
33.75,71.00499999999965,155.4496
34.0,366.75700000000006,145.54330000000004
34.25,257.21500000000015,140.6119
34.5,253.5340000000001,132.25309999999996
34.75,76.87199999999984,140.4923
35.0,325.81799999999976,185.4549
35.25,321.8699999999999,182.76379999999995
35.5,300.59299999999985,198.82479999999998
35.75,260.6289999999999,184.2973
36.0,206.4010000000003,156.00959999999998
36.25,300.92700000000013,150.53949999999998
36.5,356.0699999999997,153.2661
36.75,381.7739999999999,166.37929999999997
37.0,191.76699999999983,126.87979999999999
37.25,198.79199999999992,111.8211
37.5,246.78600000000006,114.83090000000001
37.75,117.88599999999997,107.13060000000002
38.0,168.1930000000002,105.97129999999999
38.25,101.45499999999993,82.28830000000002
38.5,155.98199999999997,150.06380000000001
38.75,217.5820000000001,120.8903
39.0,242.71099999999979,76.84459999999999
39.25,235.33899999999994,51.46369999999999
39.5,112.55599999999981,32.68010000000001
39.75,129.00700000000006,36.61500000000001
40.0,136.67600000000016,25.491799999999998
40.25,119.67799999999988,15.1019
40.5,120.33600000000024,9.570599999999999
40.75,120.62000000000057,-8.480199999999996
41.0,153.56600000000003,17.131200000000007
41.25,80.79199999999992,11.257999999999981
41.5,67.92700000000013,-17.958799999999997
41.75,120.30200000000013,12.5535
42.0,92.85799999999995,13.282699999999991
42.25,85.22399999999993,4.682199999999995
42.5,56.221000000000004,-6.677999999999997
42.75,69.83000000000015,-7.941600000000008
43.0,101.46000000000004,7.509199999999993
43.25,103.90999999999985,16.6824
43.5,127.51700000000005,33.565499999999986
43.75,106.72900000000004,10.8733
44.0,168.49900000000002,-3.566199999999995
44.25,159.06500000000005,-26.722500000000004
44.5,166.90300000000002,-32.245
44.75,164.16100000000006,-36.00659999999999
45.0,183.63699999999994,-14.761000000000003
45.25,166.51199999999994,10.960399999999993
45.5,170.31600000000003,54.935400000000016
45.75,192.47900000000004,116.1885
46.0,183.635,95.20380000000002
46.25,168.40200000000004,70.14150000000001
46.5,117.07900000000018,24.202200000000005
46.75,151.6940000000002,50.76729999999999
47.0,146.30399999999986,52.3441
47.25,123.70399999999995,40.096900000000005
47.5,187.7829999999999,97.17840000000001
47.75,140.87199999999984,74.74229999999999
48.0,117.16000000000008,34.989000000000004
48.25,128.39900000000011,30.521899999999988
48.5,80.154,39.3219
48.75,117.42499999999995,42.511499999999984
49.0,125.06099999999992,73.1613
49.25,94.46899999999982,64.80309999999999
49.5,116.46299999999997,74.46230000000001
49.75,148.7639999999999,87.8452
50.0,152.84100000000012,95.1484
50.25,137.53499999999985,81.5541
50.5,117.5139999999999,95.0805
50.75,145.71800000000007,76.9896
51.0,88.00199999999995,-3.8515000000000086
51.25,98.10400000000004,-4.182099999999991
51.5,108.25199999999995,11.251099999999994
51.75,105.20399999999995,24.595900000000007
52.0,83.7159999999999,13.261799999999994
52.25,78.24099999999999,14.894800000000004
52.5,50.23400000000015,15.663200000000003
52.75,69.46199999999999,28.749700000000004
53.0,65.41800000000012,40.851299999999995
53.25,65.22799999999984,30.186800000000005
53.5,87.96900000000005,48.12220000000001
53.75,63.260000000000105,64.5587
54.0,78.49999999999989,79.00039999999998
54.25,69.0100000000001,71.35029999999999
54.5,62.54399999999987,61.89149999999999
54.75,8.598999999999933,53.0937
55.0,-11.49499999999989,55.59939999999999
55.25,-100.05799999999999,31.818200000000004
55.5,193.16299999999978,78.4331
55.75,182.15199999999982,87.98640000000002
56.0,57.465999999999894,85.2447
56.25,125.9680000000003,131.68780000000004
56.5,-12.0,104.09340000000003
56.75,205.3130000000001,136.5283
57.0,303.22000000000025,148.03319999999997
57.25,309.72599999999966,133.83519999999996
57.5,355.5119999999997,174.02599999999998
57.75,362.86299999999983,188.9019
58.0,378.02999999999975,182.6689
58.25,456.8960000000002,165.54059999999996
58.5,332.9760000000001,139.11370000000002
58.75,209.779,150.599
59.0,259.24299999999994,153.8866
59.25,269.2640000000001,205.52030000000002
59.5,440.47,195.42749999999998
59.75,500.7640000000001,169.3777
60.0,412.6009999999999,164.6684
60.25,428.71500000000015,193.1427
60.5,313.1899999999994,186.68150000000003
60.75,421.14999999999964,170.4271
61.0,284.5329999999999,167.58409999999998
61.25,292.443,115.76579999999998
61.5,215.6170000000002,101.78559999999999
61.75,229.55999999999995,125.78599999999999
62.0,65.43100000000027,104.8755
62.25,249.14900000000011,82.15569999999998
62.5,218.42599999999993,65.5586
62.75,193.81400000000008,72.21489999999999
63.0,174.05999999999995,59.71679999999999
63.25,168.91499999999996,49.962199999999996
63.5,-13.030999999999949,66.11120000000001
63.75,-7.798000000000002,49.91129999999998
64.0,104.53800000000001,67.3558
64.25,135.125,58.1298
64.5,109.5909999999999,52.6228
64.75,102.57900000000018,61.677499999999995
65.0,100.64100000000008,47.71809999999999
65.25,128.96800000000007,28.92
65.5,115.97599999999989,35.430800000000005
65.75,118.04600000000005,32.62769999999999
66.0,76.67899999999986,25.4307
66.25,63.71499999999992,5.70389999999999
66.5,51.19699999999989,-0.4749999999999943
66.75,64.30099999999993,-5.537399999999991
67.0,66.49300000000017,5.369199999999999
67.25,85.48700000000008,-1.6811000000000007
67.5,84.48000000000002,24.307300000000005
67.75,92.16200000000003,10.50030000000001
68.0,126.85600000000022,-4.888199999999998
68.25,126.37400000000002,-26.732999999999997
68.5,138.00900000000001,-13.474499999999999
68.75,161.19899999999984,10.609900000000003
69.0,177.86799999999994,14.668199999999999
69.25,175.52099999999996,-2.3822000000000045
69.5,169.74300000000017,15.612300000000005
69.75,165.8979999999999,12.137499999999996
70.0,150.82600000000002,14.599299999999985
70.25,144.04399999999987,21.406599999999997
70.5,107.40800000000013,10.7896
70.75,101.9849999999999,15.327299999999994
71.0,118.51099999999997,27.1943
71.25,136.47300000000018,33.793600000000005
71.5,134.85500000000002,33.66309999999999
71.75,148.42700000000002,36.202099999999994
72.0,63.15000000000009,15.6109
72.25,89.77999999999997,33.733599999999996
72.5,65.89100000000008,39.44530000000001
72.75,90.41399999999999,50.0844
73.0,43.18599999999992,49.774699999999996
73.25,66.24300000000017,40.18379999999999
73.5,90.82899999999995,29.510900000000007
73.75,96.56700000000001,33.1284
74.0,67.731,33.1541
74.25,104.93499999999995,58.96939999999999
74.5,116.45399999999995,74.65390000000001
74.75,91.81399999999985,77.1806
75.0,102.9670000000001,83.5222
75.25,107.78800000000001,90.2621
75.5,94.59400000000005,97.2604
75.75,71.79999999999995,92.8374
76.0,78.95399999999995,76.7004
76.25,82.36500000000001,88.56799999999998
76.5,42.570000000000164,76.29679999999999
76.75,40.02600000000007,75.94720000000001
77.0,73.80000000000018,82.50910000000002
77.25,29.537000000000035,80.852
77.5,30.340000000000032,19.83120000000001
77.75,7.168000000000006,19.562300000000008
78.0,12.788000000000011,33.7955
78.25,10.271999999999935,30.1099
78.5,1.1299999999999955,24.7971
78.75,30.538999999999987,34.67509999999999
79.0,49.629999999999995,52.224999999999994
79.25,45.86800000000005,45.3321
79.5,39.87900000000002,44.3446
79.75,67.08500000000004,61.270900000000005
80.0,-68.92899999999997,36.510300000000015
80.25,-28.55300000000011,45.51349999999999
80.5,-8.315000000000055,60.1242
