segmento_idx,posto,hora_ini,n_steps,soc_inicial_m1_pct,soc_final_m1_pct,soc_inicial_m2_pct,soc_final_m2_pct,soc_inicial_m3_pct,soc_final_m3_pct,monitor_bessm1_csv,monitor_bessm2_csv,monitor_bessm3_csv
10,FORA_PONTA,188.75,84,51.8582,100.0,31.0093,100.0,32.8151,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00010_FORA_PONTA.csv
11,PONTA,209.75,12,100.0,50.5923,100.0,29.1902,100.0,31.041,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00011_PONTA.csv
12,FORA_PONTA,212.75,84,50.5923,100.0,29.1902,100.0,31.041,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00012_FORA_PONTA.csv
13,PONTA,233.75,12,100.0,48.4792,100.0,22.1393,100.0,21.8712,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00013_PONTA.csv
14,FORA_PONTA,236.75,276,48.4792,100.0,22.1393,100.0,21.8712,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00014_FORA_PONTA.csv
15,PONTA,305.75,12,100.0,49.7596,100.0,27.9934,100.0,29.8737,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00015_PONTA.csv
16,FORA_PONTA,308.75,84,49.7596,100.0,27.9934,100.0,29.8737,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00016_FORA_PONTA.csv
17,PONTA,329.75,12,100.0,49.3436,100.0,26.0672,100.0,27.995,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00017_PONTA.csv
18,FORA_PONTA,332.75,84,49.3436,100.0,26.0672,100.0,27.995,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00018_FORA_PONTA.csv
19,PONTA,353.75,12,100.0,48.855,100.0,23.4411,100.0,25.4333,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00019_PONTA.csv
20,FORA_PONTA,356.75,84,48.855,100.0,23.4411,100.0,25.4333,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00020_FORA_PONTA.csv
21,PONTA,377.75,12,100.0,48.2242,100.0,25.7868,100.0,27.7215,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00021_PONTA.csv
22,FORA_PONTA,380.75,84,48.2242,100.0,25.7868,100.0,27.7215,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00022_FORA_PONTA.csv
23,PONTA,401.75,12,100.0,42.4177,100.0,13.4806,100.0,13.4539,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00023_PONTA.csv
24,FORA_PONTA,404.75,276,42.4177,100.0,13.4806,100.0,13.4539,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00024_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00024_FORA_PONTA.csv
25,PONTA,473.75,12,100.0,48.2157,100.0,21.7641,100.0,21.5072,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00025_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00025_PONTA.csv
26,FORA_PONTA,476.75,84,48.2157,100.0,21.7641,100.0,21.5072,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00026_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00026_FORA_PONTA.csv
27,PONTA,497.75,12,100.0,48.3831,100.0,22.003,100.0,21.7393,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00027_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00027_PONTA.csv
28,FORA_PONTA,500.75,84,48.3831,100.0,22.003,100.0,21.7393,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00028_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00028_FORA_PONTA.csv
29,PONTA,521.75,12,100.0,46.5702,100.0,19.4137,100.0,19.2223,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00029_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00029_PONTA.csv
30,FORA_PONTA,524.75,84,46.5702,100.0,19.4137,100.0,19.2223,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00030_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00030_FORA_PONTA.csv
31,PONTA,545.75,12,100.0,45.3083,100.0,17.6106,100.0,17.4693,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00031_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00031_PONTA.csv
32,FORA_PONTA,548.75,84,45.3083,100.0,17.6106,100.0,17.4693,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00032_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00032_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00032_FORA_PONTA.csv
33,PONTA,569.75,12,100.0,42.0822,100.0,13.0011,100.0,12.9877,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00033_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00033_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00033_PONTA.csv
34,FORA_PONTA,572.75,276,42.0822,100.0,13.0011,100.0,12.9877,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00034_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00034_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00034_FORA_PONTA.csv
35,PONTA,641.75,12,100.0,48.2283,100.0,25.5905,100.0,27.53,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00035_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00035_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00035_PONTA.csv
36,FORA_PONTA,644.75,84,48.2283,100.0,25.5905,100.0,27.53,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00036_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00036_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00036_FORA_PONTA.csv
37,PONTA,665.75,12,100.0,46.6379,100.0,19.5105,100.0,19.3166,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00037_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00037_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00037_PONTA.csv
38,FORA_PONTA,668.75,84,46.6379,100.0,19.5105,100.0,19.3166,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00038_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00038_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00038_FORA_PONTA.csv
39,PONTA,689.75,12,100.0,47.242,100.0,24.0941,100.0,26.0705,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00039_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00039_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00039_PONTA.csv
40,FORA_PONTA,692.75,84,47.242,100.0,24.0941,100.0,26.0705,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00040_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00040_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00040_FORA_PONTA.csv
41,PONTA,713.75,12,100.0,50.0602,100.0,28.4258,100.0,30.2956,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00041_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00041_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00041_PONTA.csv
42,FORA_PONTA,716.75,84,50.0602,100.0,28.4258,100.0,30.2956,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM1_IN_s00042_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM2_IN_s00042_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 017 segmentos_pass1_sem_hvac_int_ano_2036_2047\UFSM_Mon_BESSM3_IN_s00042_FORA_PONTA.csv
