segmento_idx,posto,hora_ini,n_steps,soc_inicial_m1_pct,soc_final_m1_pct,soc_inicial_m2_pct,soc_final_m2_pct,soc_inicial_m3_pct,soc_final_m3_pct,soc_inicial_m4_pct,soc_final_m4_pct,soc_inicial_m5_pct,soc_final_m5_pct,soc_inicial_m6_pct,soc_final_m6_pct,monitor_bessm1_csv,monitor_bessm2_csv,monitor_bessm3_csv,monitor_bessm4_csv,monitor_bessm5_csv,monitor_bessm6_csv
10,FORA_PONTA,188.75,84,72.2801,100.0,72.2801,100.0,72.2801,100.0,72.2801,100.0,72.2801,100.0,72.2801,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00010_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00010_FORA_PONTA.csv
11,PONTA,209.75,12,100.0,71.5704,100.0,71.5703,100.0,71.5703,100.0,71.5704,100.0,71.5704,100.0,71.5704,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00011_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00011_PONTA.csv
12,FORA_PONTA,212.75,84,71.5704,100.0,71.5703,100.0,71.5703,100.0,71.5704,100.0,71.5704,100.0,71.5704,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00012_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00012_FORA_PONTA.csv
13,PONTA,233.75,12,100.0,68.6873,100.0,68.6873,100.0,68.6873,100.0,68.6873,100.0,68.6873,100.0,68.6873,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00013_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00013_PONTA.csv
14,FORA_PONTA,236.75,276,68.6873,100.0,68.6873,100.0,68.6873,100.0,68.6873,100.0,68.6873,100.0,68.6873,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00014_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00014_FORA_PONTA.csv
15,PONTA,305.75,12,100.0,71.1066,100.0,71.1066,100.0,71.1066,100.0,71.1066,100.0,71.1066,100.0,71.1066,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00015_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00015_PONTA.csv
16,FORA_PONTA,308.75,84,71.1066,100.0,71.1066,100.0,71.1066,100.0,71.1066,100.0,71.1066,100.0,71.1066,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00016_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00016_FORA_PONTA.csv
17,PONTA,329.75,12,100.0,70.5268,100.0,70.5267,100.0,70.5267,100.0,70.5268,100.0,70.5268,100.0,70.5268,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00017_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00017_PONTA.csv
18,FORA_PONTA,332.75,84,70.5268,100.0,70.5267,100.0,70.5267,100.0,70.5268,100.0,70.5268,100.0,70.5268,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00018_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00018_FORA_PONTA.csv
19,PONTA,353.75,12,100.0,69.7514,100.0,69.7514,100.0,69.7514,100.0,69.7514,100.0,69.7514,100.0,69.7514,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00019_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00019_PONTA.csv
20,FORA_PONTA,356.75,84,69.7514,100.0,69.7514,100.0,69.7514,100.0,69.7514,100.0,69.7514,100.0,69.7514,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00020_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00020_FORA_PONTA.csv
21,PONTA,377.75,12,100.0,70.2496,100.0,70.2496,100.0,70.2496,100.0,70.2496,100.0,70.2496,100.0,70.2496,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00021_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00021_PONTA.csv
22,FORA_PONTA,380.75,84,70.2496,100.0,70.2496,100.0,70.2496,100.0,70.2496,100.0,70.2496,100.0,70.2496,100.0,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00022_FORA_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00022_FORA_PONTA.csv
23,PONTA,401.75,12,100.0,63.7593,100.0,63.7593,100.0,63.7593,100.0,63.7593,100.0,63.7594,100.0,63.7594,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM1_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM2_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM3_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM4_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM5_IN_s00023_PONTA.csv,C:\Users\afole\OneDrive\Dissertacao2025\Simulacao 020 segmentos_pass1_sem_hvac_int\UFSM_Mon_BESSM6_IN_s00023_PONTA.csv
