Mes,Posto,N_pontos_SIM10,Consumo_P_SIM10_kWh,Consumo_Q_SIM10_kVArh,DemandaMax_P_SIM10_kW,DemandaMax_Q_SIM10_kVAr,N_pontos_META
JANEIRO,FORA_PONTA,2712,1417196.08075,142225.606475,4694.97,570.212,2712
JANEIRO,PONTA,264,8536.061089225,16438.385275,670.939,444.56,264
FEVEREIRO,FORA_PONTA,2448,1459590.38725,149693.7482775,5398.42,587.487,2448
FEVEREIRO,PONTA,240,19870.09728175,17002.3116,983.681,482.509,240
MARCO,FORA_PONTA,2736,1558548.47025,147791.57315,5531.18,517.5920000000001,2736
MARCO,PONTA,240,34400.759725,16298.63445,1311.752,366.864,240
ABRIL,FORA_PONTA,2640,1199783.838,90309.950685,3564.9700000000003,311.053,2640
ABRIL,PONTA,240,14592.54713325,11880.71255,585.5989999999999,343.454,240
MAIO,FORA_PONTA,2724,1251507.71275,78884.61359,3548.0200000000004,353.996,2724
MAIO,PONTA,252,20572.18865875,11514.5724,995.292,267.6216,252
JUNHO,FORA_PONTA,2640,1397950.82385,66796.57836,4466.42,249.7819,2640
JUNHO,PONTA,240,34675.438939,10114.691125,1137.476,223.5717,240
JULHO,FORA_PONTA,2700,1404089.9185,57347.82217411075,4701.32,246.3685,2700
JULHO,PONTA,276,23410.962388625,10449.367,1669.404,251.2656,276
AGOSTO,FORA_PONTA,2724,1311707.51,61641.5813787,3858.58,258.4248,2724
AGOSTO,PONTA,252,24052.90767275,11063.04538,860.45,293.1616,252
SETEMBRO,FORA_PONTA,2616,1230797.761,70591.4646625,3590.56,280.0505,2616
SETEMBRO,PONTA,264,16900.733675,12334.919575,565.0690000000001,264.0824,264
OUTUBRO,FORA_PONTA,2700,1268534.2954,88069.76065,3980.150000000001,393.46,2700
OUTUBRO,PONTA,276,17864.3242015,14336.216125,785.5800000000002,354.091,276
NOVEMBRO,FORA_PONTA,2652,1346447.6775,105143.03335,5469.21,480.198,2652
NOVEMBRO,PONTA,228,25900.247049,14148.541375,1594.41,433.682,228
DEZEMBRO,FORA_PONTA,2712,1371952.22075,120864.788275,5376.72,517.041,2712
DEZEMBRO,PONTA,264,20059.757863275,16961.960325,1418.37,463.138,264
